county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
San Joaquin County,8/5/2020,73,66,,,
San Luis Obispo County,8/5/2020,155,,14,14,
San Mateo County,8/5/2020,161,161,,,
Santa Barbara County,8/5/2020,148,112,,,
Santa Clara County,8/5/2020,674,456,105,12,
Santa Cruz County,8/5/2020,149,130,35,,12
Shasta County,8/5/2020,97,97,,,
Sierra County,8/5/2020,,,,,
Siskiyou County,8/5/2020,,,,,
Solano County,8/5/2020,216,114,,,
Sonoma County,8/5/2020,77,77,24,24,
Stanislaus County,8/5/2020,129,105,,,
Sutter County,8/5/2020,17,17,,,
Tehama County,8/5/2020,,,,,
Trinity County,8/5/2020,,,,,
Tulare County,8/5/2020,113,68,,,
Tuolumne County,8/5/2020,21,21,,,
Ventura County,8/5/2020,331,147,,,
Yolo County,8/5/2020,167,125,,,
Yuba County,8/5/2020,,,,,
Wilton Rancheria Tribe,8/5/2020,,,,,
Bishop Paiute Tribal Council,8/5/2020,,,,,
Alameda County,8/6/2020,833,513,91,91,
Alpine County,8/6/2020,,,,,
Amador County,8/6/2020,,,,,
Butte County,8/6/2020,129,129,,,
Calaveras County,8/6/2020,29,19,,,
Colusa County,8/6/2020,,,,,
Contra Costa County,8/6/2020,566,464,,,
Del Norte County,8/6/2020,28,28,,,
El Dorado County,8/6/2020,46,38,,,
Fresno County,8/6/2020,367,353,28,28,
Glenn County,8/6/2020,,,,,
Humboldt County,8/6/2020,74,49,15,,
Imperial County,8/6/2020,126,119,80,79,
Inyo County,8/6/2020,,,,,
Kern County,8/6/2020,21,21,15,15,
Kings County,8/6/2020,44,44,,,
Lake County,8/6/2020,,,,,
Lassen County,8/6/2020,,,,,
Los Angeles County,8/6/2020,4484,3818,651,651,
Madera County ,8/6/2020,17,17,,,
Marin County ,8/6/2020,182,111,44,,
Mariposa County,8/6/2020,44,,,,
Mendocino County,8/6/2020,120,47,,,
Merced County,8/6/2020,124,35,,,
Modoc County,8/6/2020,,,,,
Mono County,8/6/2020,,,,,
Monterey County,8/6/2020,123,93,108,15,
Napa County ,8/6/2020,111,99,18,12,
Nevada County ,8/6/2020,70,,,,
Orange County,8/6/2020,692,586,78,78,
Placer County,8/6/2020,77,40,12,12,
Plumas County,8/6/2020,,,,,
Riverside County,8/6/2020,350,350,15,15,
Sacramento County,8/6/2020,525,503,63,63,
San Benito County,8/6/2020,23,23,,,
San Bernardino County,8/6/2020,427,427,20,,20
San Diego County,8/6/2020,1327,165,44,44,
San Francisco,8/6/2020,2614,1895,91,91,
San Joaquin County,8/6/2020,73,65,,,
San Luis Obispo County,8/6/2020,155,,14,14,
San Mateo County,8/6/2020,163,163,,,
Santa Barbara County,8/6/2020,140,105,,,
Santa Clara County,8/6/2020,674,456,105,12,
Santa Cruz County,8/6/2020,149,130,35,,12
Shasta County,8/6/2020,97,97,,,
Sierra County,8/6/2020,,,,,
Siskiyou County,8/6/2020,,,,,
Solano County,8/6/2020,216,115,,,
Sonoma County,8/6/2020,77,77,24,24,
Stanislaus County,8/6/2020,129,105,,,
Sutter County,8/6/2020,17,17,,,
Tehama County,8/6/2020,,,,,
Trinity County,8/6/2020,,,,,
Tulare County,8/6/2020,113,67,,,
Tuolumne County,8/6/2020,21,21,,,
Ventura County,8/6/2020,331,147,,,
Yolo County,8/6/2020,167,125,,,
Yuba County,8/6/2020,,,,,
Wilton Rancheria Tribe,8/6/2020,,,,,
Bishop Paiute Tribal Council,8/6/2020,,,,,
Alameda County,8/7/2020,833,515,91,91,
Alpine County,8/7/2020,,,,,
Amador County,8/7/2020,,,,,
Butte County,8/7/2020,129,129,,,
Calaveras County,8/7/2020,29,19,,,
Colusa County,8/7/2020,,,,,
Contra Costa County,8/7/2020,566,469,,,
Del Norte County,8/7/2020,28,28,,,
El Dorado County,8/7/2020,46,38,,,
Fresno County,8/7/2020,367,353,28,28,
Glenn County,8/7/2020,,,,,
Humboldt County,8/7/2020,74,49,15,,
Imperial County,8/7/2020,126,119,80,79,
Inyo County,8/7/2020,,,,,
Kern County,8/7/2020,21,21,15,15,
Kings County,8/7/2020,44,44,,,
Lake County,8/7/2020,,,,,
Lassen County,8/7/2020,,,,,
Los Angeles County,8/7/2020,4484,3809,651,651,
Madera County ,8/7/2020,17,17,,,
Marin County ,8/7/2020,182,113,44,,
Mariposa County,8/7/2020,44,,,,
Mendocino County,8/7/2020,95,22,,,
Merced County,8/7/2020,124,35,,,
Modoc County,8/7/2020,,,,,
Mono County,8/7/2020,,,,,
Monterey County,8/7/2020,123,93,108,15,
Napa County ,8/7/2020,111,99,18,12,
Nevada County ,8/7/2020,70,,,,
Orange County,8/7/2020,692,587,78,78,
Placer County,8/7/2020,77,40,12,12,
Plumas County,8/7/2020,,,,,
Riverside County,8/7/2020,355,355,15,15,
Sacramento County,8/7/2020,525,503,63,63,
San Benito County,8/7/2020,23,23,,,
San Bernardino County,8/7/2020,427,427,20,,20
San Diego County,8/7/2020,1327,158,44,44,
San Francisco,8/7/2020,2614,1896,91,91,
San Joaquin County,8/7/2020,73,66,,,
San Luis Obispo County,8/7/2020,155,,14,14,
San Mateo County,8/7/2020,162,162,,,
Santa Barbara County,8/7/2020,140,106,,,
Santa Clara County,8/7/2020,674,456,105,12,
Santa Cruz County,8/7/2020,149,131,35,,12
Shasta County,8/7/2020,97,97,,,
Sierra County,8/7/2020,,,,,
Siskiyou County,8/7/2020,,,,,
Solano County,8/7/2020,216,114,,,
Sonoma County,8/7/2020,77,77,24,24,
Stanislaus County,8/7/2020,129,105,,,
Sutter County,8/7/2020,17,17,,,
Tehama County,8/7/2020,,,,,
Trinity County,8/7/2020,,,,,
Tulare County,8/7/2020,113,65,,,
Tuolumne County,8/7/2020,21,21,,,
Ventura County,8/7/2020,331,147,,,
Yolo County,8/7/2020,167,125,,,
Yuba County,8/7/2020,,,,,
Wilton Rancheria Tribe,8/7/2020,,,,,
Bishop Paiute Tribal Council,8/7/2020,,,,,
Alameda County,8/10/2020,833,522,91,91,
Alpine County,8/10/2020,,,,,
Amador County,8/10/2020,,,,,
Butte County,8/10/2020,129,129,,,
Calaveras County,8/10/2020,29,19,,,
Colusa County,8/10/2020,,,,,
Contra Costa County,8/10/2020,566,473,,,
Del Norte County,8/10/2020,28,28,,,
El Dorado County,8/10/2020,46,38,,,
Fresno County,8/10/2020,367,353,28,28,
Glenn County,8/10/2020,,,,,
Humboldt County,8/10/2020,74,49,15,,
Imperial County,8/10/2020,126,119,80,79,
Inyo County,8/10/2020,,,,,
Kern County,8/10/2020,21,21,15,15,
Kings County,8/10/2020,44,44,,,
Lake County,8/10/2020,,,,,
Lassen County,8/10/2020,,,,,
Los Angeles County,8/10/2020,4634,3811,651,651,
Madera County ,8/10/2020,17,17,,,
Marin County ,8/10/2020,182,113,44,,
Mariposa County,8/10/2020,44,,,,
Mendocino County,8/10/2020,94,21,,,
Merced County,8/10/2020,124,35,,,
Modoc County,8/10/2020,,,,,
Mono County,8/10/2020,,,,,
Monterey County,8/10/2020,118,87,108,15,
Napa County ,8/10/2020,111,99,18,12,
Nevada County ,8/10/2020,70,,,,
Orange County,8/10/2020,692,581,78,78,
Placer County,8/10/2020,77,40,12,12,
Plumas County,8/10/2020,,,,,
Riverside County,8/10/2020,358,358,15,15,
Sacramento County,8/10/2020,525,503,63,63,
San Benito County,8/10/2020,23,23,,,
San Bernardino County,8/10/2020,427,427,20,,20
San Diego County,8/10/2020,1327,163,44,44,
San Francisco,8/10/2020,2614,1893,91,91,
San Joaquin County,8/10/2020,73,65,,,
San Luis Obispo County,8/10/2020,155,,14,14,
San Mateo County,8/10/2020,164,164,,,
Santa Barbara County,8/10/2020,139,107,,,
Santa Clara County,8/10/2020,674,456,105,12,
Santa Cruz County,8/10/2020,149,131,35,,12
Shasta County,8/10/2020,97,97,,,
Sierra County,8/10/2020,,,,,
Siskiyou County,8/10/2020,,,,,
Solano County,8/10/2020,216,114,,,
Sonoma County,8/10/2020,77,77,24,24,
Stanislaus County,8/10/2020,129,105,,,
Sutter County,8/10/2020,17,17,,,
Tehama County,8/10/2020,,,,,
Trinity County,8/10/2020,,,,,
Tulare County,8/10/2020,113,65,,,
Tuolumne County,8/10/2020,21,21,,,
Ventura County,8/10/2020,331,147,,,
Yolo County,8/10/2020,167,123,,,
Yuba County,8/10/2020,,,,,
Wilton Rancheria Tribe,8/10/2020,,,,,
Bishop Paiute Tribal Council,8/10/2020,,,,,
Alameda County,8/11/2020,833,530,91,91,
Bishop Paiute Tribal Council,8/11/2020,,,,,
Wilton Rancheria Tribe,8/11/2020,,,,,
Yuba County,8/11/2020,,,,,
Yolo County,8/11/2020,167,125,,,
Ventura County,8/11/2020,331,147,,,
Tuolumne County,8/11/2020,21,21,,,
Tulare County,8/11/2020,113,65,,,
Trinity County,8/11/2020,,,,,
Tehama County,8/11/2020,,,,,
Sutter County,8/11/2020,17,17,,,
Stanislaus County,8/11/2020,129,105,,,
Sonoma County,8/11/2020,77,77,24,24,
Solano County,8/11/2020,127,113,,,
Siskiyou County,8/11/2020,,,,,
Sierra County,8/11/2020,,,,,
Shasta County,8/11/2020,97,97,,,
Santa Cruz County,8/11/2020,149,130,35,,12
Santa Clara County,8/11/2020,674,456,105,12,
Santa Barbara County,8/11/2020,122,91,,,
San Mateo County,8/11/2020,165,165,,,
San Luis Obispo County,8/11/2020,155,,14,14,
San Joaquin County,8/11/2020,73,64,,,
San Francisco,8/11/2020,2614,1909,91,91,
San Diego County,8/11/2020,1327,160,44,44,
San Bernardino County,8/11/2020,427,427,20,,20
San Benito County,8/11/2020,12,12,,,
Sacramento County,8/11/2020,525,503,63,63,
Riverside County,8/11/2020,358,358,15,15,
Plumas County,8/11/2020,,,,,
Placer County,8/11/2020,83,60,12,12,
Orange County,8/11/2020,692,579,78,78,
Nevada County ,8/11/2020,70,,,,
Napa County ,8/11/2020,111,99,18,12,
Monterey County,8/11/2020,118,86,108,15,
Mono County,8/11/2020,,,,,
Modoc County,8/11/2020,,,,,
Merced County,8/11/2020,124,35,,,
Mendocino County,8/11/2020,94,21,,,
Mariposa County,8/11/2020,44,,,,
Marin County ,8/11/2020,182,118,44,,
Madera County ,8/11/2020,21,21,,,
Los Angeles County,8/11/2020,4634,3790,651,651,
Lassen County,8/11/2020,,,,,
Lake County,8/11/2020,,,,,
Kings County,8/11/2020,44,44,,,
Kern County,8/11/2020,19,19,15,15,
Inyo County,8/11/2020,,,,,
Imperial County,8/11/2020,126,122,80,79,
Humboldt County,8/11/2020,74,49,15,,
Glenn County,8/11/2020,,,,,
Fresno County,8/11/2020,357,357,28,28,
El Dorado County,8/11/2020,46,38,,,
Del Norte County,8/11/2020,28,28,,,
Contra Costa County,8/11/2020,566,466,,,
Colusa County,8/11/2020,,,,,
Calaveras County,8/11/2020,29,19,,,
Butte County,8/11/2020,128,128,,,
Amador County,8/11/2020,,,,,
Alpine County,8/11/2020,,,,,
Alameda County,8/12/2020,833,535,91,91,
Alpine County,8/12/2020,,,,,
Amador County,8/12/2020,,,,,
Butte County,8/12/2020,128,128,,,
Calaveras County,8/12/2020,29,20,,,
Colusa County,8/12/2020,,,,,
Contra Costa County,8/12/2020,565,474,,,
Del Norte County,8/12/2020,28,28,,,
El Dorado County,8/12/2020,46,38,,,
Fresno County,8/12/2020,357,359,28,28,
Glenn County,8/12/2020,,,,,
Humboldt County,8/12/2020,74,49,15,,
Imperial County,8/12/2020,126,122,80,79,
Inyo County,8/12/2020,,,,,
Kern County,8/12/2020,19,19,15,15,
Kings County,8/12/2020,44,44,,,
Lake County,8/12/2020,,,,,
Lassen County,8/12/2020,,,,,
Los Angeles County,8/12/2020,4633,3778,651,651,
Madera County ,8/12/2020,21,21,,,
Marin County ,8/12/2020,182,119,44,,
Mariposa County,8/12/2020,44,,,,
Mendocino County,8/12/2020,94,21,,,
Merced County,8/12/2020,124,35,,,
Modoc County,8/12/2020,,,,,
Mono County,8/12/2020,,,,,
Monterey County,8/12/2020,117,86,108,15,
Napa County ,8/12/2020,111,99,18,12,
Nevada County ,8/12/2020,70,,,,
Orange County,8/12/2020,692,580,78,78,
Placer County,8/12/2020,83,60,12,12,
Plumas County,8/12/2020,,,,,
Riverside County,8/12/2020,354,354,15,15,
Sacramento County,8/12/2020,525,503,63,63,
San Benito County,8/12/2020,12,12,,,
San Bernardino County,8/12/2020,427,427,20,,20
San Diego County,8/12/2020,1327,167,44,44,
San Francisco,8/12/2020,2614,1896,91,91,
San Joaquin County,8/12/2020,73,65,,,
San Luis Obispo County,8/12/2020,155,,14,14,
San Mateo County,8/12/2020,164,164,,,
Santa Barbara County,8/12/2020,122,92,,,
Santa Clara County,8/12/2020,674,456,105,12,
Santa Cruz County,8/12/2020,149,130,35,,12
Shasta County,8/12/2020,97,97,,,
Sierra County,8/12/2020,,,,,
Siskiyou County,8/12/2020,,,,,
Solano County,8/12/2020,127,114,,,
Sonoma County,8/12/2020,77,77,24,24,
Stanislaus County,8/12/2020,129,105,,,
Sutter County,8/12/2020,17,17,,,
Tehama County,8/12/2020,,,,,
Trinity County,8/12/2020,,,,,
Tulare County,8/12/2020,113,67,,,
Tuolumne County,8/12/2020,21,21,,,
Ventura County,8/12/2020,331,147,,,
Yolo County,8/12/2020,167,125,,,
Yuba County,8/12/2020,,,,,
Wilton Rancheria Tribe,8/12/2020,,,,,
Bishop Paiute Tribal Council,8/12/2020,,,,,
Alameda County,8/13/2020,833,517,91,91,
Alpine County,8/13/2020,,,,,
Amador County,8/13/2020,,,,,
Butte County,8/13/2020,127,127,,,
Calaveras County,8/13/2020,29,20,,,
Colusa County,8/13/2020,,,,,
Contra Costa County,8/13/2020,599,468,,,
Del Norte County,8/13/2020,29,29,,,
El Dorado County,8/13/2020,46,38,,,
Fresno County,8/13/2020,357,359,28,28,
Glenn County,8/13/2020,,,,,
Humboldt County,8/13/2020,74,49,15,,
Imperial County,8/13/2020,126,122,80,79,
Inyo County,8/13/2020,,,,,
Kern County,8/13/2020,19,19,15,15,
Kings County,8/13/2020,44,44,,,
Lake County,8/13/2020,,,,,
Lassen County,8/13/2020,,,,,
Los Angeles County,8/13/2020,4633,3805,651,651,
Madera County ,8/13/2020,20,20,,,
Marin County ,8/13/2020,182,119,44,,
Mariposa County,8/13/2020,44,,,,
Mendocino County,8/13/2020,92,19,,,
Merced County,8/13/2020,124,35,,,
Modoc County,8/13/2020,,,,,
Mono County,8/13/2020,,,,,
Monterey County,8/13/2020,117,83,108,15,
Napa County ,8/13/2020,111,99,18,12,
Nevada County ,8/13/2020,70,,,,
Orange County,8/13/2020,692,574,78,78,
Placer County,8/13/2020,83,60,12,12,
Plumas County,8/13/2020,,,,,
Riverside County,8/13/2020,360,360,15,15,
Sacramento County,8/13/2020,525,503,63,63,
San Benito County,8/13/2020,12,12,,,
San Bernardino County,8/13/2020,427,427,20,,20
San Diego County,8/13/2020,1327,170,44,44,
San Francisco,8/13/2020,2614,1896,91,91,
San Joaquin County,8/13/2020,73,65,,,
San Luis Obispo County,8/13/2020,155,,14,14,
San Mateo County,8/13/2020,165,165,,,
Santa Barbara County,8/13/2020,123,96,,,
Santa Clara County,8/13/2020,674,456,105,12,
Santa Cruz County,8/13/2020,149,132,35,,12
Shasta County,8/13/2020,97,97,,,
Sierra County,8/13/2020,,,,,
Siskiyou County,8/13/2020,,,,,
Solano County,8/13/2020,127,115,,,
Sonoma County,8/13/2020,77,77,24,24,
Stanislaus County,8/13/2020,129,105,,,
Sutter County,8/13/2020,17,17,,,
Tehama County,8/13/2020,,,,,
Trinity County,8/13/2020,,,,,
Tulare County,8/13/2020,113,66,,,
Tuolumne County,8/13/2020,21,21,,,
Ventura County,8/13/2020,331,147,,,
Yolo County,8/13/2020,167,125,,,
Yuba County,8/13/2020,,,,,
Wilton Rancheria Tribe,8/13/2020,,,,,
Bishop Paiute Tribal Council,8/13/2020,,,,,
Alameda County,8/14/2020,833,530,91,91,
Alpine County,8/14/2020,,,,,
Amador County,8/14/2020,,,,,
Butte County,8/14/2020,125,125,,,
Calaveras County,8/14/2020,29,18,,,
Colusa County,8/14/2020,,,,,
Contra Costa County,8/14/2020,599,474,,,
Del Norte County,8/14/2020,29,29,,,
El Dorado County,8/14/2020,46,38,,,
Fresno County,8/14/2020,357,359,28,28,
Glenn County,8/14/2020,,,,,
Humboldt County,8/14/2020,74,49,15,,
Imperial County,8/14/2020,126,122,80,79,
Inyo County,8/14/2020,,,,,
Kern County,8/14/2020,14,14,15,15,
Kings County,8/14/2020,44,44,,,
Lake County,8/14/2020,,,,,
Lassen County,8/14/2020,,,,,
Los Angeles County,8/14/2020,4631,3862,651,651,
Madera County ,8/14/2020,20,20,,,
Marin County ,8/14/2020,182,117,44,,
Mariposa County,8/14/2020,44,11,,,
Mendocino County,8/14/2020,92,21,,,
Merced County,8/14/2020,124,35,,,
Modoc County,8/14/2020,,,,,
Mono County,8/14/2020,,,,,
Monterey County,8/14/2020,117,82,108,15,
Napa County ,8/14/2020,111,99,18,12,
Nevada County ,8/14/2020,70,,,,
Orange County,8/14/2020,692,564,78,78,
Placer County,8/14/2020,83,60,12,12,
Plumas County,8/14/2020,,,,,
Riverside County,8/14/2020,362,362,15,15,
Sacramento County,8/14/2020,525,503,63,63,
San Benito County,8/14/2020,,,,,
San Bernardino County,8/14/2020,427,427,20,,20
San Diego County,8/14/2020,1327,171,44,44,
San Francisco,8/14/2020,2614,1905,91,91,
San Joaquin County,8/14/2020,73,68,,,
San Luis Obispo County,8/14/2020,155,,14,14,
San Mateo County,8/14/2020,165,165,,,
Santa Barbara County,8/14/2020,123,94,,,
Santa Clara County,8/14/2020,674,456,105,12,
Santa Cruz County,8/14/2020,236,139,35,,12
Shasta County,8/14/2020,97,97,,,
Sierra County,8/14/2020,,,,,
Siskiyou County,8/14/2020,,,,,
Solano County,8/14/2020,127,115,,,
Sonoma County,8/14/2020,77,77,24,24,
Stanislaus County,8/14/2020,126,102,,,
Sutter County,8/14/2020,17,17,,,
Tehama County,8/14/2020,,,,,
Trinity County,8/14/2020,,,,,
Tulare County,8/14/2020,119,66,,,
Tuolumne County,8/14/2020,21,21,,,
Ventura County,8/14/2020,331,147,,,
Yolo County,8/14/2020,167,123,,,
Yuba County,8/14/2020,,,,,
Wilton Rancheria Tribe,8/14/2020,,,,,
Bishop Paiute Tribal Council,8/14/2020,,,,,
Alameda County,8/17/2020,833,539,91,91,
Alpine County,8/17/2020,,,,,
Amador County,8/17/2020,,,,,
Butte County,8/17/2020,125,125,,,
Calaveras County,8/17/2020,29,18,,,
Colusa County,8/17/2020,,,,,
Contra Costa County,8/17/2020,599,476,,,
Del Norte County,8/17/2020,29,29,,,
El Dorado County,8/17/2020,46,39,,,
Fresno County,8/17/2020,357,359,28,28,
Glenn County,8/17/2020,,,,,
Humboldt County,8/17/2020,74,49,15,,
Imperial County,8/17/2020,126,122,80,79,
Inyo County,8/17/2020,,,,,
Kern County,8/17/2020,13,13,15,15,
Kings County,8/17/2020,44,44,,,
Lake County,8/17/2020,,,,,
Lassen County,8/17/2020,,,,,
Los Angeles County,8/17/2020,4631,3891,651,651,
Madera County ,8/17/2020,19,19,,,
Marin County ,8/17/2020,182,117,44,,
Mariposa County,8/17/2020,44,11,,,
Mendocino County,8/17/2020,92,22,,,
Merced County,8/17/2020,124,35,,,
Modoc County,8/17/2020,,,,,
Mono County,8/17/2020,,,,,
Monterey County,8/17/2020,117,82,108,15,
Napa County ,8/17/2020,111,99,18,12,
Nevada County ,8/17/2020,70,,,,
Orange County,8/17/2020,692,567,78,78,
Placer County,8/17/2020,83,60,12,12,
Plumas County,8/17/2020,,,,,
Riverside County,8/17/2020,363,363,15,15,
Sacramento County,8/17/2020,525,503,63,63,
San Benito County,8/17/2020,,,,,
San Bernardino County,8/17/2020,427,427,20,,20
San Diego County,8/17/2020,1327,178,44,44,
San Francisco,8/17/2020,2614,1902,91,91,
San Joaquin County,8/17/2020,73,64,,,
San Luis Obispo County,8/17/2020,155,,14,14,
San Mateo County,8/17/2020,166,166,,,
Santa Barbara County,8/17/2020,123,94,,,
Santa Clara County,8/17/2020,674,456,105,12,
Santa Cruz County,8/17/2020,236,147,35,,12
Shasta County,8/17/2020,97,97,,,
Sierra County,8/17/2020,,,,,
Siskiyou County,8/17/2020,,,,,
Solano County,8/17/2020,127,115,,,
Sonoma County,8/17/2020,77,77,24,24,
Stanislaus County,8/17/2020,126,102,,,
Sutter County,8/17/2020,17,17,,,
Tehama County,8/17/2020,,,,,
Trinity County,8/17/2020,,,,,
Tulare County,8/17/2020,119,66,,,
Tuolumne County,8/17/2020,21,21,,,
Ventura County,8/17/2020,331,147,,,
Yolo County,8/17/2020,167,124,,,
Yuba County,8/17/2020,,,,,
Wilton Rancheria Tribe,8/17/2020,,,,,
Bishop Paiute Tribal Council,8/17/2020,,,,,
Alameda County,8/19/2020,833,576,91,91,
Alpine County,8/19/2020,,,,,
Amador County,8/19/2020,,,,,
Butte County,8/19/2020,127,127,,,
Calaveras County,8/19/2020,29,18,,,
Colusa County,8/19/2020,,,,,
Contra Costa County,8/19/2020,599,491,,,
Del Norte County,8/19/2020,29,29,,,
El Dorado County,8/19/2020,46,39,,,
Fresno County,8/19/2020,357,359,28,28,
Glenn County,8/19/2020,,,,,
Humboldt County,8/19/2020,74,49,15,,
Imperial County,8/19/2020,126,123,80,79,
Inyo County,8/19/2020,,,,,
Kern County,8/19/2020,,,15,15,
Kings County,8/19/2020,44,44,,,
Lake County,8/19/2020,,,,,
Lassen County,8/19/2020,,,,,
Los Angeles County,8/19/2020,4633,3919,651,651,
Madera County ,8/19/2020,19,19,,,
Marin County ,8/19/2020,165,113,44,,
Mariposa County,8/19/2020,44,11,,,
Mendocino County,8/19/2020,92,22,,,
Merced County,8/19/2020,124,35,,,
Modoc County,8/19/2020,,,,,
Mono County,8/19/2020,,,,,
Monterey County,8/19/2020,115,79,108,15,
Napa County ,8/19/2020,111,99,18,12,
Nevada County ,8/19/2020,70,,,,
Orange County,8/19/2020,692,567,78,78,
Placer County,8/19/2020,83,60,12,12,
Plumas County,8/19/2020,,,,,
Riverside County,8/19/2020,362,362,15,15,
Sacramento County,8/19/2020,525,503,63,63,
San Benito County,8/19/2020,,,,,
San Bernardino County,8/19/2020,427,427,20,,20
San Diego County,8/19/2020,1327,170,44,44,
San Francisco,8/19/2020,2614,1898,91,91,
San Joaquin County,8/19/2020,73,62,,,
San Luis Obispo County,8/19/2020,155,,14,14,
San Mateo County,8/19/2020,167,167,,,
Santa Barbara County,8/19/2020,123,89,,,
Santa Clara County,8/19/2020,674,456,105,12,
Santa Cruz County,8/19/2020,236,148,35,,12
Shasta County,8/19/2020,97,97,,,
Sierra County,8/19/2020,,,,,
Siskiyou County,8/19/2020,,,,,
Solano County,8/19/2020,127,115,,,
Sonoma County,8/19/2020,77,77,24,24,
Stanislaus County,8/19/2020,124,95,,,
Sutter County,8/19/2020,18,18,,,
Tehama County,8/19/2020,,,,,
Trinity County,8/19/2020,,,,,
Tulare County,8/19/2020,119,66,,,
Tuolumne County,8/19/2020,21,21,,,
Ventura County,8/19/2020,331,147,,,
Yolo County,8/19/2020,167,123,,,
Yuba County,8/19/2020,,,,,
Wilton Rancheria Tribe,8/19/2020,,,,,
Bishop Paiute Tribal Council,8/19/2020,,,,,
Alameda County,8/20/2020,833,581,91,91,
Alpine County,8/20/2020,,,,,
Amador County,8/20/2020,,,,,
Butte County,8/20/2020,128,128,,,
Calaveras County,8/20/2020,29,18,,,
Colusa County,8/20/2020,,,,,
Contra Costa County,8/20/2020,599,497,,,
Del Norte County,8/20/2020,29,29,,,
El Dorado County,8/20/2020,46,39,,,
Fresno County,8/20/2020,357,353,28,28,
Glenn County,8/20/2020,,,,,
Humboldt County,8/20/2020,74,49,15,,
Imperial County,8/20/2020,126,121,80,79,
Inyo County,8/20/2020,,,,,
Kern County,8/20/2020,,,15,15,
Kings County,8/20/2020,44,44,,,
Lake County,8/20/2020,,,,,
Lassen County,8/20/2020,,,,,
Los Angeles County,8/20/2020,4634,3936,651,651,
Madera County ,8/20/2020,17,17,,,
Marin County ,8/20/2020,165,104,44,,
Mariposa County,8/20/2020,44,,,,
Mendocino County,8/20/2020,92,22,,,
Merced County,8/20/2020,124,35,,,
Modoc County,8/20/2020,,,,,
Mono County,8/20/2020,,,,,
Monterey County,8/20/2020,115,78,108,15,
Napa County ,8/20/2020,111,99,18,12,
Nevada County ,8/20/2020,70,,,,
Orange County,8/20/2020,692,567,78,78,
Placer County,8/20/2020,83,60,12,12,
Plumas County,8/20/2020,,,,,
Riverside County,8/20/2020,362,362,15,15,
Sacramento County,8/20/2020,525,503,63,63,
San Benito County,8/20/2020,,,,,
San Bernardino County,8/20/2020,427,427,20,,20
